#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
DFNFGKOD_19761	1	279	10	266	95.3405	3.63441	32.5	34.5
DFNFGKOD_19762	1	504	30	501	99.4048	7.9623	33.3	37.9
DFNFGKOD_19763	1	960	57	960	100	9.07604	32.7	41.9
DFNFGKOD_19764	1	927	77	925	99.7843	12.0496	33	39.2
DFNFGKOD_19765	1	453	17	373	82.34	5.92936	32.4	40.7
DFNFGKOD_19766	1	324	11	303	93.5185	4.04321	32.4	34.4
DFNFGKOD_19767	1	642	24	609	94.8598	5.63863	32.9	37
DFNFGKOD_19768	1	222	5	222	100	3.78829	33.4	25.2
DFNFGKOD_19769	1	261	7	258	98.8506	1.62069	33.1	15
DFNFGKOD_19771	1	438	15	402	91.7808	6.07534	32.1	40.7
DFNFGKOD_19772	1	1233	73	1188	96.3504	8.90754	32.3	41.1
DFNFGKOD_19773	1	228	2	191	83.7719	1.93421	33	0
DFNFGKOD_19774	1	342	13	301	88.0117	5.22222	32.7	10.5
DFNFGKOD_19775	1	270	6	255	94.4444	2.55926	33.1	39.8
DFNFGKOD_19776	1	249	4	230	92.3695	3.48996	33.3	21
DFNFGKOD_19777	1	933	65	933	100	10.4555	32.7	41.4
DFNFGKOD_19778	1	1275	68	1220	95.6863	7.89882	32.6	42
DFNFGKOD_19779	1	597	31	597	100	7.33668	32.9	39.4
DFNFGKOD_19780	1	465	12	452	97.2043	3.83871	32.9	42
DFNFGKOD_19781	1	432	11	374	86.5741	3.81019	32.3	41.6
DFNFGKOD_19782	1	216	4	151	69.9074	0.699074	33.3	42
DFNFGKOD_19783	1	231	2	151	65.368	1.92208	32.9	33
DFNFGKOD_19784	1	264	4	225	85.2273	2.02273	32	37.5
DFNFGKOD_19785	1	288	3	239	82.9861	1.56944	32.1	42
DFNFGKOD_19786	1	288	1	151	52.4306	0.524306	33.2	42
DFNFGKOD_19787	1	285	6	270	94.7368	3.16491	32.9	38.8
DFNFGKOD_19788	1	264	4	231	87.5	1.70833	30.7	42
DFNFGKOD_19790	1	213	7	202	94.8357	5.66197	33.2	42
DFNFGKOD_19791	1	1236	108	1208	97.7346	12.538	32.6	40.9
DFNFGKOD_19792	1	1032	47	1012	98.062	6.64535	32.9	41.2
DFNFGKOD_19793	1	489	9	471	96.319	3.00818	33.3	37.8
DFNFGKOD_19794	1	213	1	151	70.892	0.70892	31.9	42
DFNFGKOD_19795	1	222	2	151	68.018	0.68018	31.2	42
DFNFGKOD_19796	1	981	61	896	91.3354	9.14373	32.9	37.6
DFNFGKOD_19797	1	1662	156	1661	99.9398	13.3652	32.6	41.5
DFNFGKOD_19798	1	180	10	172	95.5556	8.88333	32.2	25.6
DFNFGKOD_19799	1	1107	84	1105	99.8193	10.907	32.8	39.4
DFNFGKOD_19800	1	483	22	401	83.0228	6.46377	32.6	38.4
DFNFGKOD_19801	1	558	58	557	99.8208	15.6416	32.6	39.6
DFNFGKOD_19802	1	465	33	465	100	10.1978	32.9	35.8
DFNFGKOD_19803	1	1989	188	1988	99.9497	14.1232	32.6	40.7
DFNFGKOD_19804	1	537	54	537	100	15.2197	32.8	39.5
DFNFGKOD_19805	1	3192	307	3160	98.9975	14.339	32.5	41.5
DFNFGKOD_19806	1	1692	132	1691	99.9409	11.4196	32.1	41
DFNFGKOD_19807	1	1431	146	1431	100	15.5143	32.7	41.2
DFNFGKOD_19808	1	1434	132	1427	99.5119	13.8117	32.7	41.5
DFNFGKOD_19809	1	1461	162	1449	99.1786	16.4045	32.6	41.7
DFNFGKOD_19810	1	2286	194	2272	99.3876	12.6229	32.8	41.4
DFNFGKOD_19811	1	192	2	141	73.4375	1.46875	30.7	41
DFNFGKOD_19813	1	957	39	926	96.7607	6.279	32.8	41.4
DFNFGKOD_19814	1	369	7	369	100	2.80488	32.6	36.6
DFNFGKOD_19815	1	153	6	153	100	3.82353	32.6	38.5
DFNFGKOD_19816	1	375	29	362	96.5333	10.08	32.9	33
DFNFGKOD_19817	1	957	95	946	98.8506	14.069	32.7	26.6
DFNFGKOD_19818	1	234	3	234	100	1.23504	33.8	14
DFNFGKOD_19819	1	348	9	266	76.4368	3.41092	32.6	42
DFNFGKOD_19820	1	351	19	346	98.5755	7.39316	32.6	38.7
DFNFGKOD_19821	1	285	18	281	98.5965	7.33333	33.1	39.3
DFNFGKOD_19822	1	288	10	261	90.625	4.43056	32.8	42
DFNFGKOD_19823	1	516	41	516	100	10.8682	33	41.1
DFNFGKOD_19824	1	309	22	306	99.0291	9.1165	33.2	41.9
DFNFGKOD_19825	1	198	4	185	93.4343	3.05051	33.7	32.5
DFNFGKOD_19826	1	249	8	248	99.5984	4.69478	33.3	36.8
DFNFGKOD_19827	1	759	57	742	97.7602	11.4796	32.8	41.6
DFNFGKOD_19828	1	510	16	509	99.8039	4.37255	33	37.5
DFNFGKOD_19829	1	225	1	151	67.1111	1.34222	32.6	42
DFNFGKOD_19830	1	648	26	645	99.537	5.72222	32.5	39.8
DFNFGKOD_19831	1	309	4	220	71.1974	2.43042	33	41.5
DFNFGKOD_19832	1	375	6	330	88	1.592	32.7	38
DFNFGKOD_19833	1	1389	62	1360	97.9122	6.83801	31.9	41
DFNFGKOD_19834	1	3117	159	3076	98.6846	7.52518	32.7	40.8
DFNFGKOD_19835	1	1428	46	1404	98.3193	4.70868	32.3	41.9
DFNFGKOD_19836	1	1239	83	1158	93.4625	9.10169	32.9	38.6
DFNFGKOD_19837	1	765	219	763	99.7386	43.8275	32.6	40.1
DFNFGKOD_19838	1	990	273	990	100	41.6061	32.7	40.6
DFNFGKOD_19839	1	711	204	711	100	42.7609	32.6	40.6
DFNFGKOD_19840	1	834	274	834	100	47.4988	32.4	39.8
DFNFGKOD_19841	1	1116	340	1116	100	45.3029	32.6	40.2
DFNFGKOD_19842	1	846	229	844	99.7636	41.7577	32.5	41.1
DFNFGKOD_19843	1	591	172	590	99.8308	42.9002	32.5	39.2
DFNFGKOD_19844	1	1881	772	1881	100	60.8602	32.6	41.4
DFNFGKOD_19845	1	633	187	633	100	45.3681	32.5	39.9
DFNFGKOD_19846	1	129	2	128	99.2248	0.992248	32.8	20
DFNFGKOD_19848	1	390	114	389	99.7436	40.3769	32.4	40.6
DFNFGKOD_19849	1	174	20	173	99.4253	18.4598	32.8	35.5
DFNFGKOD_19850	1	1410	537	1410	100	55.6858	32.5	40.7
DFNFGKOD_19851	1	1752	824	1752	100	70.3373	32.6	40
DFNFGKOD_19852	1	2544	1020	2544	100	60.0845	32.5	41.4
DFNFGKOD_19853	1	789	257	789	100	49.1597	32.5	39.2
DFNFGKOD_19854	1	1131	373	1131	100	48.8515	32.5	39.5
DFNFGKOD_19855	1	1782	817	1782	100	69.0101	32.5	41
DFNFGKOD_19856	1	339	107	337	99.41	41.7257	31.7	34.6
DFNFGKOD_19857	1	1119	496	1119	100	67.462	32.5	40.8
DFNFGKOD_19858	1	1254	587	1254	100	69.9322	32.6	41
DFNFGKOD_19859	1	2190	1025	2190	100	69.8671	32.6	41.4
DFNFGKOD_19860	1	297	67	295	99.3266	35.1279	32.2	40.4
DFNFGKOD_19861	1	939	333	939	100	53.1565	32.5	41.1
DFNFGKOD_19862	1	429	124	429	100	41.8718	32.7	38.5
DFNFGKOD_19863	1	1536	725	1535	99.9349	69.8053	32.7	41.5
DFNFGKOD_19864	1	585	224	585	100	58.8256	32.5	39.3
DFNFGKOD_19865	1	552	221	552	100	60.6685	32.5	40.2
DFNFGKOD_19866	1	567	223	567	100	57.0335	32.4	40.2
DFNFGKOD_19867	1	279	67	276	98.9247	30.4946	32.5	38.1
DFNFGKOD_19868	1	423	99	423	100	37.948	32.6	34.9
DFNFGKOD_19869	1	291	6	283	97.2509	2.38488	33.4	42
DFNFGKOD_19870	1	219	1	151	68.9498	0.689498	33.3	42
DFNFGKOD_19872	1	1713	115	1678	97.9568	10.0899	32.9	42
DFNFGKOD_19873	1	516	32	516	100	8.39147	32.4	36.9
DFNFGKOD_19874	1	1152	43	1151	99.9132	5.96788	32.6	41.9
DFNFGKOD_19875	1	654	23	651	99.5413	4.79205	33.1	38.7
DFNFGKOD_19877	1	459	17	408	88.8889	5.73203	32.5	42
DFNFGKOD_19878	1	765	55	764	99.8693	9.02222	33	37.8
DFNFGKOD_19879	1	909	107	888	97.6898	17.5589	33	20.9
DFNFGKOD_19880	1	396	44	395	99.7475	15.6869	32.8	14.8
DFNFGKOD_19881	1	471	32	470	99.7877	10.189	33.2	41.4
DFNFGKOD_19882	1	252	13	250	99.2063	4.70238	33.4	26.5
DFNFGKOD_19883	1	357	60	357	100	25.8207	32.3	30.8
DFNFGKOD_19884	1	417	86	417	100	31.6115	32.9	39.3
DFNFGKOD_19885	1	1719	378	1719	100	32.7603	32.6	41.3
DFNFGKOD_19886	1	216	16	215	99.537	8.99074	32.4	31.9
DFNFGKOD_19887	1	534	39	511	95.6929	9.93633	32.4	40.5
DFNFGKOD_19888	1	945	48	945	100	7.72487	33	35.1
DFNFGKOD_19889	1	309	13	272	88.0259	6.08414	33.3	38.8
DFNFGKOD_19890	1	675	48	672	99.5556	9.5037	32.8	40.4
DFNFGKOD_19891	1	1203	98	1202	99.9169	12.1696	32.9	35.2
DFNFGKOD_19892	1	882	60	880	99.7732	9.46825	33.1	34.5
DFNFGKOD_19893	1	267	9	217	81.2734	5.99625	32.8	35.4
DFNFGKOD_19894	1	237	5	151	63.7131	0.637131	34	26.8
DFNFGKOD_19895	1	282	13	280	99.2908	8.66312	32.6	34.7
DFNFGKOD_19896	1	897	40	882	98.3278	6.66778	33	42
DFNFGKOD_19897	1	621	27	585	94.2029	5.37359	33.2	32.7
DFNFGKOD_19898	1	1107	66	1105	99.8193	7.98916	32.9	40.9
DFNFGKOD_19900	1	876	54	871	99.4292	8.46119	32.5	41
DFNFGKOD_19901	1	558	36	555	99.4624	8.64875	32.4	39.7
DFNFGKOD_19902	1	519	52	519	100	15.343	32.6	38.2
DFNFGKOD_19903	1	516	53	516	100	14.0988	32.5	40.8
DFNFGKOD_19904	1	735	45	735	100	8.75374	32.9	38.3
DFNFGKOD_19905	1	1032	51	1032	100	6.78973	32.9	40.4
DFNFGKOD_19906	1	1455	94	1453	99.8625	9.10997	32.7	40.9
DFNFGKOD_19907	1	489	53	489	100	15.8282	33	40.9
DFNFGKOD_19908	1	1626	92	1569	96.4945	8.29028	32.8	38.9
DFNFGKOD_19909	1	285	10	285	100	5.28421	32.8	19.9
DFNFGKOD_19910	1	243	4	151	62.1399	1.2428	31	2.25
DFNFGKOD_19911	1	156	3	156	100	4.35897	33.1	42
DFNFGKOD_19912	1	309	3	196	63.4304	1.9288	33.2	28
DFNFGKOD_19913	1	625	82	623	99.68	18.3392	33	11.7
DFNFGKOD_19914	1	147	2	147	100	1	33.7	42
DFNFGKOD_19915	1	1308	91	1300	99.3884	10.4503	32.8	27
DFNFGKOD_19916	1	210	4	205	97.619	2.52381	32.4	22
DFNFGKOD_19917	1	2313	1009	2313	100	65.0009	32.4	41.1
DFNFGKOD_19918	1	957	388	957	100	60.1024	32.2	39.5
DFNFGKOD_19919	1	2196	947	2196	100	64.4845	32.7	41.2
DFNFGKOD_19920	1	870	365	870	100	62.3161	32.4	40.5
DFNFGKOD_19921	1	774	201	774	100	38.814	32.5	40.5
DFNFGKOD_19922	1	1008	331	1008	100	47.9187	32.5	41.2
DFNFGKOD_19923	1	1347	575	1346	99.9258	64.6867	32.8	41.4
DFNFGKOD_19924	1	1386	474	1386	100	51.7323	32.6	40.5
DFNFGKOD_19925	1	588	203	588	100	49.0068	32.8	39.7
DFNFGKOD_19926	1	1671	532	1668	99.8205	46.1712	32.5	41.2
DFNFGKOD_19927	1	1875	685	1873	99.8933	55.9979	32.6	41.2
DFNFGKOD_19928	1	792	362	792	100	68.423	32.7	40
DFNFGKOD_19929	1	1392	546	1391	99.9282	58.8211	32.6	41.2
DFNFGKOD_19930	1	1212	397	1212	100	48.4266	32.6	40.4
DFNFGKOD_19931	1	1896	815	1896	100	64.3972	32.6	41.2
DFNFGKOD_19933	1	1800	740	1800	100	61.7994	32.5	41.2
DFNFGKOD_19934	1	954	365	954	100	56.3763	32.6	41.2
DFNFGKOD_19935	1	1725	710	1725	100	61.6551	32.7	41
DFNFGKOD_19936	1	942	287	942	100	45.3737	32.7	40.1
DFNFGKOD_19937	1	717	271	717	100	57.5607	32.7	39.2
DFNFGKOD_19938	1	1386	668	1386	100	72.184	32.7	40.6
DFNFGKOD_19939	1	255	3	244	95.6863	1.75686	32.5	22.3
DFNFGKOD_19940	1	219	9	212	96.8037	5.50228	33.3	24.4
DFNFGKOD_19941	1	291	46	273	93.8144	22.1306	32.7	27.7
DFNFGKOD_19942	1	654	25	636	97.2477	6.0367	31.9	40.5
DFNFGKOD_19943	1	336	4	301	89.5833	1.77083	32.8	33
DFNFGKOD_19944	1	477	23	454	95.1782	6.25157	33.1	40
DFNFGKOD_19945	1	249	3	151	60.6426	1.81928	32.9	1
DFNFGKOD_19946	1	168	6	167	99.4048	3.99405	32.9	23.2
DFNFGKOD_19947	1	2379	134	2372	99.7058	8.54393	32.4	40.2
DFNFGKOD_19948	1	501	22	465	92.8144	6.78244	32.8	39.2
DFNFGKOD_19950	1	150	4	149	99.3333	2.74667	32.8	32.8
DFNFGKOD_19951	1	264	10	257	97.3485	4.44697	32.8	42
DFNFGKOD_19952	1	2136	107	2113	98.9232	7.27247	32.8	39.9
DFNFGKOD_19953	1	828	59	828	100	9.81643	32.6	34.9
DFNFGKOD_19954	1	702	38	702	100	8.02564	32.6	37.9
DFNFGKOD_19955	1	303	9	240	79.2079	3.85479	33.1	39.9
DFNFGKOD_19956	1	354	6	307	86.7232	2.05367	33.2	32.8
DFNFGKOD_19957	1	1116	88	1116	100	11.3208	32.8	41.5
DFNFGKOD_19958	1	984	79	974	98.9837	11.4644	32.6	40.4
DFNFGKOD_19959	1	1113	81	1088	97.7538	10.2776	32.8	42
DFNFGKOD_19960	1	468	35	466	99.5726	10.0043	33.1	40.3
DFNFGKOD_19961	1	876	48	849	96.9178	7.47032	33	42
DFNFGKOD_19962	1	1071	79	1039	97.0121	9.69468	32.9	41.2
DFNFGKOD_19963	1	1632	132	1621	99.326	11.3915	32.9	41.6
DFNFGKOD_19964	1	873	109	860	98.5109	18.5704	33.1	41.7
DFNFGKOD_19965	1	651	19	572	87.8648	3.93088	32.8	39.5
DFNFGKOD_19966	1	195	5	148	75.8974	2.27692	32.8	8
DFNFGKOD_19967	1	186	1	132	70.9677	3.54839	33.1	42
DFNFGKOD_19968	1	639	26	601	94.0532	6.12207	32.2	41.1
DFNFGKOD_19969	1	315	9	314	99.6825	1.85079	32.7	27.3
DFNFGKOD_19970	1	438	19	414	94.5205	8.1347	32.8	41
DFNFGKOD_19971	1	309	6	302	97.7346	2.83172	33.2	39
DFNFGKOD_19972	1	519	11	452	87.0906	2.87669	32.9	40.4
DFNFGKOD_19973	1	438	17	435	99.3151	4.38813	33.3	39.5
DFNFGKOD_19974	1	396	11	369	93.1818	4.95202	33.6	36.5
DFNFGKOD_19975	1	435	8	434	99.7701	2.64138	33.1	34.4
DFNFGKOD_19976	1	270	4	193	71.4815	2.23333	32.8	42
DFNFGKOD_19977	1	321	3	222	69.1589	1.41121	31.5	30
DFNFGKOD_19978	1	246	7	130	52.8455	0.528455	33.4	41.7
DFNFGKOD_19979	1	354	10	346	97.7401	5.84746	32.9	41.8
DFNFGKOD_19980	1	345	6	306	88.6957	3.0087	32.7	30.3
DFNFGKOD_19981	1	267	11	267	100	6.4382	32.2	36.6
DFNFGKOD_19982	1	561	27	499	88.9483	7.08913	33	35.8
DFNFGKOD_19983	1	1206	64	1199	99.4196	7.27529	32.5	39.4
DFNFGKOD_19984	1	885	30	885	100	5.44633	32.8	41.9
DFNFGKOD_19985	1	276	17	221	80.0725	7.76449	33.1	28.7
DFNFGKOD_19986	1	279	5	243	87.0968	2.38351	33.2	29.6
DFNFGKOD_19987	1	381	7	258	67.7165	2.59055	32.8	23.7
DFNFGKOD_19988	1	516	16	515	99.8062	3.52519	32.5	39.7
DFNFGKOD_19989	1	627	19	554	88.3573	5.21212	32.5	36.6
DFNFGKOD_19990	1	309	3	253	81.877	1.46602	33	23
DFNFGKOD_19991	1	153	4	144	94.1176	3.62745	32.7	22
DFNFGKOD_19992	1	777	27	741	95.3668	5.08366	32.6	42
DFNFGKOD_19993	1	411	10	365	88.8078	3.6618	32	37.8
DFNFGKOD_19994	1	1170	93	1135	97.0085	11.1265	32.3	40.6
DFNFGKOD_19995	1	693	22	692	99.8557	5.91053	33	42
DFNFGKOD_19997	1	1461	78	1413	96.7146	7.54141	32.6	39.9
DFNFGKOD_19998	1	708	22	623	87.9944	4.74011	32.9	40.1
DFNFGKOD_19999	1	357	15	355	99.4398	5.65826	32.5	29.8
DFNFGKOD_20000	1	150	1	141	94	1.88	33.4	42
DFNFGKOD_20001	1	261	4	201	77.0115	1.73563	32.7	24.5
DFNFGKOD_20003	1	1335	95	1335	100	9.98727	32.9	38.2
DFNFGKOD_20004	1	669	23	669	100	5.07025	32.5	38.7
DFNFGKOD_20005	1	1167	56	1126	96.4867	7.08398	32.9	41.3
DFNFGKOD_20006	1	303	4	235	77.5578	2.0363	32.4	18.2
DFNFGKOD_20007	1	1161	89	1161	100	10.7571	32.6	37.2
DFNFGKOD_20008	1	375	21	375	100	8.6	32.1	34.3
DFNFGKOD_20009	1	1077	77	1075	99.8143	10.0873	32.8	40.2
DFNFGKOD_20010	1	819	62	784	95.7265	10.884	32.9	38.5
DFNFGKOD_20011	1	357	6	355	99.4398	2.87955	32.1	38.5
DFNFGKOD_20012	1	429	13	427	99.5338	4.47552	33	37.7
DFNFGKOD_20013	1	165	1	145	87.8788	0.878788	33.9	42
DFNFGKOD_20014	1	216	7	191	88.4259	4	32.7	16.6
DFNFGKOD_20015	1	474	6	412	86.9198	1.89873	32.6	30.2
DFNFGKOD_20016	1	273	7	210	76.9231	3.07326	33.4	28.3
DFNFGKOD_20017	1	288	3	218	75.6944	0.993056	33.3	42
DFNFGKOD_20018	1	468	30	411	87.8205	9.13889	33.1	33.7
DFNFGKOD_20019	1	1830	114	1798	98.2514	9.03934	32.8	41.5
DFNFGKOD_20021	1	1146	71	1145	99.9127	8.60995	32.9	37.4
DFNFGKOD_20022	1	519	21	519	100	6.22929	32.9	32.3
DFNFGKOD_20023	1	1086	72	1072	98.7109	9.95948	32.8	41.2
DFNFGKOD_20024	1	663	59	662	99.8492	12.2685	33	38.9
DFNFGKOD_20025	1	159	3	137	86.1635	1.72327	33.8	42
DFNFGKOD_20026	1	837	67	827	98.8053	11.8686	32.6	39.7
DFNFGKOD_20027	1	273	13	272	99.6337	6.70696	33	30.9
DFNFGKOD_20028	1	264	2	151	57.197	0.57197	33.8	23.5
DFNFGKOD_20029	1	141	2	140	99.2908	2.96454	30.6	33
DFNFGKOD_20030	1	1287	60	1284	99.7669	6.50894	32.6	36.7
DFNFGKOD_20031	1	618	21	594	96.1165	4.79935	32.8	38
DFNFGKOD_20033	1	366	5	320	87.4317	1.53825	33.6	20.8
DFNFGKOD_20034	1	525	102	525	100	27.8857	32.8	36.1
DFNFGKOD_20035	1	3198	843	3198	100	38.7023	32.6	41.6
DFNFGKOD_20036	1	1866	388	1865	99.9464	30.7471	32.5	40.5
DFNFGKOD_20037	1	708	133	706	99.7175	27.2556	32.5	40.3
DFNFGKOD_20038	1	1101	299	1101	100	38.9101	32.8	40.4
DFNFGKOD_20039	1	4038	1195	4038	100	43.763	32.6	41.7
DFNFGKOD_20040	1	1308	239	1307	99.9235	26.3647	32.5	40.9
DFNFGKOD_20041	1	582	126	571	98.11	31.9966	32.5	40.3
DFNFGKOD_20042	1	1755	460	1745	99.4302	38.0986	32.7	41.6
DFNFGKOD_20043	1	471	110	471	100	34.8238	32.9	40.5
DFNFGKOD_20044	1	1350	308	1349	99.9259	33.9304	32.6	41.2
DFNFGKOD_20045	1	1014	217	1009	99.5069	31.2416	32.5	41.3
DFNFGKOD_20046	1	819	188	819	100	33.2723	32.7	38.8
DFNFGKOD_20047	1	135	7	135	100	4.96296	32.5	24
DFNFGKOD_20048	1	504	113	504	100	31.7083	32.8	36.1
DFNFGKOD_20049	1	471	80	471	100	25.7728	32.8	39.8
DFNFGKOD_20050	1	930	248	929	99.8925	38.0409	32.9	41.3
DFNFGKOD_20051	1	357	54	357	100	22.5826	32.4	37.3
DFNFGKOD_20052	1	2127	579	2127	100	39.7574	32.7	41.3
DFNFGKOD_20053	1	1449	308	1448	99.931	31.793	32.7	40.3
DFNFGKOD_20054	1	1269	247	1269	100	28.8582	32.6	40.9
DFNFGKOD_20055	1	1335	329	1334	99.9251	36.3116	32.8	41
DFNFGKOD_20056	1	1317	349	1317	100	39.9036	32.7	40.5
DFNFGKOD_20057	1	1119	225	1118	99.9106	29.1644	32.7	40.2
DFNFGKOD_20058	1	150	11	150	100	8.96	32.6	27.1
DFNFGKOD_20059	1	1404	378	1402	99.8575	38.6695	32.6	40.2
DFNFGKOD_20060	1	747	184	745	99.7323	34.2972	32.9	39.7
DFNFGKOD_20061	1	1452	357	1452	100	36.9759	32.7	41.4
DFNFGKOD_20062	1	1308	391	1308	100	42.3257	32.6	40.8
DFNFGKOD_20063	1	450	91	450	100	29.4244	32.9	35.3
DFNFGKOD_20064	1	132	2	132	100	3.94697	33.2	32.5
DFNFGKOD_20065	1	1692	518	1692	100	44.5112	32.7	41.8
DFNFGKOD_20066	1	375	80	375	100	30.0133	32.5	38.2
DFNFGKOD_20067	1	1332	370	1331	99.9249	41.1434	32.5	41.4
DFNFGKOD_20068	1	1677	395	1677	100	34.9988	32.7	41.4
DFNFGKOD_20070	1	423	45	423	100	14.5957	32	35.8
DFNFGKOD_20071	1	1629	327	1629	100	28.9306	32.6	40.9
DFNFGKOD_20072	1	435	111	430	98.8506	35.4874	32.8	39.6
DFNFGKOD_20073	1	1263	271	1263	100	31.251	32.7	40.6
DFNFGKOD_20074	1	948	265	948	100	40.4852	32.8	40.7
DFNFGKOD_20075	1	1740	510	1740	100	42.8299	32.7	41.6
DFNFGKOD_20076	1	729	142	712	97.668	28.0123	32.7	41.2
DFNFGKOD_20077	1	975	237	974	99.8974	36.6995	32.6	40.8
DFNFGKOD_20078	1	669	178	669	100	38.1734	32.7	40.6
DFNFGKOD_20079	1	1056	248	1056	100	34.3125	32.7	40.6
DFNFGKOD_20080	1	564	105	564	100	27.8688	32.7	38.9
DFNFGKOD_20081	1	192	7	192	100	6.06771	32.7	30
DFNFGKOD_20082	1	1416	338	1405	99.2232	35.286	32.6	41.2
DFNFGKOD_20083	1	1497	373	1497	100	36.853	32.5	40.3
DFNFGKOD_20084	1	978	244	978	100	34.9427	32.6	38.7
DFNFGKOD_20086	1	150	21	150	100	32.2267	32.7	9.52
DFNFGKOD_20088	1	255	30	255	100	17.1686	32.6	36.4
DFNFGKOD_20089	1	1962	562	1960	99.8981	41.9424	32.7	41.5
DFNFGKOD_20090	1	582	148	581	99.8282	36.6804	32.8	39.7
DFNFGKOD_20091	1	1515	345	1515	100	33.5109	32.6	41.4
DFNFGKOD_20092	1	2472	642	2472	100	37.7265	32.6	41
DFNFGKOD_20093	1	930	220	929	99.8925	34.5269	32.8	41.7
DFNFGKOD_20094	1	1458	316	1458	100	31.5117	32.5	40.7
DFNFGKOD_20096	1	603	147	603	100	36.1061	32.6	41.1
DFNFGKOD_20097	1	2205	622	2205	100	40.3873	32.7	41.4
DFNFGKOD_20098	1	306	65	306	100	32.8693	32.4	37.3
DFNFGKOD_20099	1	324	86	324	100	38.2778	32.7	36.6
DFNFGKOD_20100	1	1212	382	1212	100	46.1914	32.8	40.7
DFNFGKOD_20101	1	1344	360	1343	99.9256	38.9494	32.7	41.7
DFNFGKOD_20102	1	753	174	753	100	33.3081	32.7	40.3
DFNFGKOD_20103	1	1455	429	1454	99.9313	42.6502	32.7	41.5
DFNFGKOD_20104	1	531	88	531	100	25.5104	32.4	39.7
DFNFGKOD_20105	1	3096	669	3096	100	31.4503	32.7	41.2
DFNFGKOD_20106	1	1320	316	1320	100	34.8432	32.7	41.4
DFNFGKOD_20107	1	468	101	468	100	29.0833	32.7	39.5
DFNFGKOD_20108	1	396	88	396	100	33.6515	32.8	39.9
DFNFGKOD_20109	1	699	119	699	100	25.0501	32.6	39.6
DFNFGKOD_20110	1	786	212	786	100	39.5636	32.4	40
DFNFGKOD_20111	1	477	93	464	97.2746	26.9874	32.8	37.5
DFNFGKOD_20112	1	510	89	510	100	26.9	32.7	39.7
DFNFGKOD_20113	1	774	186	773	99.8708	35.491	32.7	41.3
DFNFGKOD_20114	1	1893	460	1892	99.9472	34.6186	32.7	41.8
DFNFGKOD_20115	1	528	115	528	100	31.8977	32.7	39.2
DFNFGKOD_20116	1	603	116	602	99.8342	26.4163	32.7	38.8
DFNFGKOD_20117	1	708	186	708	100	37.9887	32.6	41.2
DFNFGKOD_20118	1	432	102	432	100	32.5	32.6	41.3
DFNFGKOD_20119	1	1161	334	1160	99.9139	41.733	32.5	41.5
DFNFGKOD_20120	1	1902	395	1902	100	30.276	32.6	41.2
DFNFGKOD_20121	1	789	137	789	100	26.0406	32.7	39.9
DFNFGKOD_20122	1	1836	471	1813	98.7473	37.8704	32.7	41.2
DFNFGKOD_20123	1	2163	518	2163	100	35.4887	32.5	41.5
DFNFGKOD_20124	1	612	149	610	99.6732	34.0359	32.5	40.8
DFNFGKOD_20125	1	1407	395	1407	100	41.7228	32.6	40.7
DFNFGKOD_20126	1	783	187	783	100	33.9374	32.6	40.4
DFNFGKOD_20127	1	1728	370	1728	100	30.7922	32.7	41.4
DFNFGKOD_20128	1	1332	240	1332	100	27.3153	32.5	41.4
DFNFGKOD_20129	1	936	202	935	99.8932	30.016	32.5	41.1
DFNFGKOD_20130	1	381	59	381	100	22.0394	32.6	38.1
DFNFGKOD_20131	1	969	228	969	100	35.3488	32.7	39.1
DFNFGKOD_20132	1	1110	242	1110	100	32.1081	32.8	41.7
DFNFGKOD_20133	1	1161	255	1161	100	32.4298	32.7	41.4
DFNFGKOD_20134	1	1185	226	1185	100	27.6127	32.7	41.5
DFNFGKOD_20135	1	444	68	442	99.5495	20.9595	32.4	40.1
DFNFGKOD_20136	1	981	241	981	100	36.9847	32.5	41.6
DFNFGKOD_20137	1	990	216	990	100	32.5737	32.6	41.7
DFNFGKOD_20138	1	990	221	990	100	32.7879	32.6	39.8
DFNFGKOD_20139	1	1242	319	1242	100	36.5612	32.8	41
DFNFGKOD_20140	1	1242	288	1242	100	33.7496	32.6	41.3
DFNFGKOD_20141	1	1242	282	1242	100	34.2609	32.5	41.1
DFNFGKOD_20142	1	1011	258	1011	100	36.8368	32.6	41
DFNFGKOD_20143	1	2040	456	2040	100	32.8118	32.6	41.5
DFNFGKOD_20144	1	735	142	735	100	27.9143	32.3	38.4
DFNFGKOD_20145	1	975	246	975	100	36.5805	32.8	39.8
DFNFGKOD_20146	1	1032	237	1018	98.6434	32.8401	32.5	40.1
DFNFGKOD_20147	1	606	143	580	95.7096	33.5809	32.8	38.4
DFNFGKOD_20148	1	1050	243	1044	99.4286	34.8495	32.7	41
DFNFGKOD_20149	1	624	124	624	100	28.7756	32.6	38.7
DFNFGKOD_20150	1	237	20	237	100	14.6287	33	31.2
DFNFGKOD_20151	1	1263	276	1263	100	31.0412	32.8	41.6
DFNFGKOD_20152	1	975	244	975	100	37.4185	32.6	41
DFNFGKOD_20153	1	1011	234	1011	100	34.093	32.7	41.5
DFNFGKOD_20154	1	1512	286	1512	100	27.3856	32.8	40.9
DFNFGKOD_20155	1	1131	275	1130	99.9116	35.916	32.6	41
DFNFGKOD_20156	1	3084	791	3084	100	37.5794	32.7	41.4
