#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GPICHNHB_12339	1	588	22	579	98.4694	5.62075	32.6	35.8
GPICHNHB_12340	1	1017	30	964	94.7886	4.25762	33	42
GPICHNHB_12341	1	684	22	658	96.1988	5.06871	32.8	42
GPICHNHB_12343	1	576	37	571	99.1319	9.33333	32.7	35.3
GPICHNHB_12344	1	678	71	675	99.5575	15.5708	32.8	39.7
GPICHNHB_12345	1	873	55	819	93.8144	9.12142	32.7	39.1
GPICHNHB_12346	1	414	13	410	99.0338	4.843	33.4	28.7
GPICHNHB_12347	1	462	126	462	100	39.8139	32.9	40.7
GPICHNHB_12348	1	426	88	426	100	28.6009	32.6	37.3
GPICHNHB_12349	1	744	174	744	100	36.0269	32.8	40.1
GPICHNHB_12350	1	138	4	138	100	4.94203	33.3	28
GPICHNHB_12351	1	1629	576	1626	99.8158	52.4045	32.8	41.6
GPICHNHB_12352	1	1230	374	1229	99.9187	44.8276	32.7	41.5
GPICHNHB_12353	1	600	142	600	100	33.58	33	39
GPICHNHB_12354	1	1458	463	1457	99.9314	46.9554	32.6	40.7
GPICHNHB_12355	1	723	197	723	100	39.4965	32.8	40.8
GPICHNHB_12356	1	1455	503	1455	100	51.9333	32.9	41.3
GPICHNHB_12357	1	651	202	651	100	45.828	32.9	40.1
GPICHNHB_12358	1	510	134	510	100	38.7235	32.7	40.3
GPICHNHB_12359	1	555	13	539	97.1171	3.53153	33.1	42
GPICHNHB_12360	1	186	4	178	95.6989	1.62366	31.1	23
GPICHNHB_12361	1	519	12	514	99.0366	3.11753	32.7	36
GPICHNHB_12362	1	732	33	706	96.4481	6.91803	32.5	39.4
GPICHNHB_12364	1	516	18	514	99.6124	5.20736	32.9	38.9
GPICHNHB_12365	1	903	25	897	99.3355	4.14618	32.3	40.5
GPICHNHB_12366	1	327	3	246	75.2294	1.33333	33	27.3
GPICHNHB_12367	1	333	8	321	96.3964	3.58559	32.1	34.4
GPICHNHB_12368	1	1059	33	1058	99.9056	4.44193	32.4	37.4
GPICHNHB_12369	1	174	8	173	99.4253	7.07471	33.5	36.8
GPICHNHB_12370	1	180	1	151	83.8889	0.838889	33.4	42
GPICHNHB_12371	1	303	12	287	94.7195	5.67657	32.8	26.5
GPICHNHB_12372	1	321	2	242	75.3894	0.909657	33.5	42
GPICHNHB_12373	1	519	22	448	86.3198	5.91329	31.7	36.8
GPICHNHB_12374	1	195	3	194	99.4872	2.13846	33.7	7.67
GPICHNHB_12375	1	267	3	211	79.0262	2.06367	32.4	36
GPICHNHB_12376	1	240	3	190	79.1667	1.86667	32.3	42
GPICHNHB_12377	1	318	5	281	88.3648	2.33648	33.6	38.4
GPICHNHB_12378	1	420	10	357	85	3.19286	33.4	40.2
GPICHNHB_12379	1	258	4	201	77.907	2.33333	32.9	21
GPICHNHB_12384	1	261	2	229	87.7395	1.60536	33.1	14.5
GPICHNHB_12385	1	195	1	147	75.3846	0.753846	32.7	0
GPICHNHB_12386	1	441	3	277	62.8118	0.628118	33	42
GPICHNHB_12387	1	423	7	406	95.9811	2.81324	33.5	42
GPICHNHB_12388	1	177	2	167	94.3503	1.70621	33.1	33
GPICHNHB_12389	1	240	3	201	83.75	1.80417	33	41.3
GPICHNHB_12390	1	621	26	553	89.0499	5.90016	33.3	42
GPICHNHB_12391	1	456	7	436	95.614	1.97368	32.6	34.1
GPICHNHB_12392	1	393	136	393	100	50.7506	32.9	38.7
GPICHNHB_12393	1	1164	233	1137	97.6804	28.9141	32.7	38.5
GPICHNHB_12394	1	3225	786	3225	100	35.4927	32.8	41.6
GPICHNHB_12395	1	1662	389	1659	99.8195	33.9868	33	41.5
GPICHNHB_12396	1	1698	487	1698	100	41.3734	32.8	41.5
GPICHNHB_12397	1	1404	297	1404	100	30.8184	32.8	41
GPICHNHB_12398	1	1434	307	1433	99.9303	31.659	32.6	41.6
GPICHNHB_12399	1	2655	500	2655	100	28.0712	32.8	41.1
GPICHNHB_12400	1	1410	282	1409	99.9291	29.5397	32.8	41.4
GPICHNHB_12402	1	1101	217	1077	97.8202	26.2988	32.8	38.2
GPICHNHB_12403	1	1257	261	1257	100	31.1758	32.7	41.5
GPICHNHB_12404	1	318	31	318	100	14.0535	32.9	36.4
GPICHNHB_12405	1	153	9	153	100	8.13725	32.8	27.8
GPICHNHB_12406	1	1776	401	1776	100	32.9431	32.7	41.2
GPICHNHB_12407	1	1377	266	1377	100	28.5606	33	41.5
GPICHNHB_12408	1	1884	376	1884	100	28.9453	32.9	40.6
GPICHNHB_12409	1	3120	647	3120	100	29.9894	32.8	41.2
GPICHNHB_12410	1	2031	374	2009	98.9168	27.1393	32.7	41.5
GPICHNHB_12411	1	1191	308	1191	100	38.7498	32.8	38.9
GPICHNHB_12412	1	366	11	352	96.1749	4.53005	32.7	31.5
GPICHNHB_12413	1	570	17	527	92.4561	4.16316	33.2	37.4
GPICHNHB_12414	1	234	1	134	57.265	0.57265	33.7	42
GPICHNHB_12415	1	195	1	140	71.7949	0.717949	32.3	42
GPICHNHB_12416	1	324	8	295	91.0494	3.25926	32.3	31.5
GPICHNHB_12417	1	159	1	136	85.5346	1.71069	33.2	23
GPICHNHB_12419	1	189	1	151	79.8942	0.798942	26.4	42
GPICHNHB_12420	1	273	2	151	55.3114	0.553114	33.8	42
GPICHNHB_12421	1	330	4	229	69.3939	1.89697	33	41.5
GPICHNHB_12422	1	252	7	227	90.0794	3.5754	33.7	33.3
GPICHNHB_12423	1	306	19	305	99.6732	9.22876	33.3	24
GPICHNHB_12424	1	1227	65	1226	99.9185	7.92258	32.3	40.2
GPICHNHB_12425	1	504	19	428	84.9206	5.34325	33.1	40.1
GPICHNHB_12426	1	930	46	930	100	7.57849	32.8	41.1
GPICHNHB_12427	1	750	43	750	100	7.63333	32.5	40.1
GPICHNHB_12428	1	639	36	634	99.2175	8.71205	32.5	42
GPICHNHB_12429	1	243	3	238	97.9424	1.77366	32.9	22
GPICHNHB_12430	1	273	8	273	100	4.26007	33	26.5
GPICHNHB_12431	1	555	33	555	100	8.87207	33	26.8
GPICHNHB_12432	1	576	34	562	97.5694	8.875	32.5	40.9
GPICHNHB_12433	1	318	25	318	100	11.8208	32.7	41.9
GPICHNHB_12434	1	645	44	643	99.6899	7.82791	32.5	31.9
GPICHNHB_12435	1	273	172	273	100	95.8645	32.8	34
GPICHNHB_12436	1	216	1	151	69.9074	0.699074	33.6	42
GPICHNHB_12437	1	393	9	375	95.4198	3.43003	32.9	36.1
GPICHNHB_12438	1	243	8	236	97.1193	3.82305	33.4	37.1
GPICHNHB_12439	1	933	17	923	98.9282	2.5552	32.2	37.8
GPICHNHB_12440	1	255	6	174	68.2353	4.02745	33.1	42
GPICHNHB_12441	1	459	6	359	78.2135	1.23747	32.9	28
GPICHNHB_12442	1	438	14	344	78.5388	4.94064	33.1	36.4
GPICHNHB_12443	1	207	3	207	100	2.68599	33	28
GPICHNHB_12444	1	420	15	327	77.8571	3.95	33.2	21.9
GPICHNHB_12446	1	999	343	999	100	50.2412	33.1	40.6
GPICHNHB_12447	1	1995	785	1995	100	56.8717	32.7	40.7
GPICHNHB_12448	1	2307	898	2306	99.9567	58.3589	32.8	41.3
GPICHNHB_12449	1	1818	736	1818	100	60.1089	32.8	41.2
GPICHNHB_12450	1	1929	716	1927	99.8963	55.4609	32.8	41.4
GPICHNHB_12451	1	2238	836	2237	99.9553	55.8458	32.8	41.5
GPICHNHB_12452	1	336	122	336	100	48.5327	32.7	38.1
GPICHNHB_12453	1	1836	3638	1836	100	291.054	32.9	41.3
GPICHNHB_12454	1	363	542	363	100	221.78	32.6	37.4
GPICHNHB_12455	1	336	411	336	100	186.836	32.9	39.8
GPICHNHB_12456	1	1596	232	1596	100	21.5959	32.9	40.7
GPICHNHB_12457	1	645	75	645	100	16.5767	32.9	39.7
GPICHNHB_12458	1	522	76	521	99.8084	21.3716	32.9	40.8
GPICHNHB_12459	1	879	115	879	100	19.3766	33.1	40.4
GPICHNHB_12460	1	645	80	643	99.6899	18.5256	32.9	41.2
GPICHNHB_12461	1	816	99	816	100	17.875	32.8	39.5
GPICHNHB_12462	1	957	145	957	100	22.3866	32.9	41
GPICHNHB_12463	1	495	56	495	100	16.5091	32.7	37.9
GPICHNHB_12464	1	627	47	627	100	11.0478	32.8	39.6
GPICHNHB_12465	1	273	31	267	97.8022	17.4322	32.7	39.4
GPICHNHB_12466	1	279	29	279	100	14.9355	33	37
GPICHNHB_12467	1	675	90	675	100	19.1437	32.8	40.6
GPICHNHB_12468	1	210	18	209	99.5238	10.4857	32.9	34.2
GPICHNHB_12469	1	285	16	278	97.5439	7.84211	32.9	36.1
GPICHNHB_12470	1	1707	207	1707	100	17.9977	32.6	41.3
GPICHNHB_12471	1	1599	123	1596	99.8124	11.3202	32.7	40.5
GPICHNHB_12472	1	156	7	156	100	6.27564	33.5	13.7
GPICHNHB_12473	1	195	9	195	100	7.40513	33.1	28.7
GPICHNHB_12474	1	2868	282	2868	100	14.7127	32.8	41.8
GPICHNHB_12475	1	1851	199	1851	100	15.9687	32.7	41.3
GPICHNHB_12476	1	2586	307	2586	100	17.7278	32.7	41.4
GPICHNHB_12477	1	1125	97	1118	99.3778	12.7182	32.9	40.8
GPICHNHB_12478	1	201	20	199	99.005	11.5522	32.8	29.4
GPICHNHB_12479	1	1590	216	1590	100	20.4937	33.2	42
GPICHNHB_12480	1	1212	150	1203	99.2574	18.3432	32.7	41.2
GPICHNHB_12481	1	621	67	621	100	16.3027	33.1	40.8
GPICHNHB_12482	1	816	103	814	99.7549	18.6777	33.1	40.5
GPICHNHB_12483	1	3768	496	3768	100	19.4936	32.9	41.6
GPICHNHB_12484	1	405	35	405	100	13.321	33.4	39.3
GPICHNHB_12485	1	1215	155	1212	99.7531	19.0074	32.9	40.3
GPICHNHB_12486	1	960	174	960	100	25.7406	32.9	39.6
GPICHNHB_12487	1	2961	459	2959	99.9325	23.308	32.8	40.5
GPICHNHB_12488	1	1005	109	1005	100	16.002	33	41.7
GPICHNHB_12489	1	1074	146	1071	99.7207	20.0847	32.8	41
GPICHNHB_12490	1	465	57	465	100	18.2538	33.2	39.2
GPICHNHB_12491	1	498	69	498	100	19.3253	33.3	38.9
GPICHNHB_12492	1	552	100	552	100	27.7953	33.1	39.4
GPICHNHB_12493	1	324	41	324	100	16.4784	33	37.3
GPICHNHB_12494	1	1086	142	1086	100	19.4963	32.9	41.4
GPICHNHB_12495	1	375	35	375	100	15.1093	32.7	38.6
GPICHNHB_12496	1	627	80	616	98.2456	18.0335	33	40.9
GPICHNHB_12497	1	861	115	861	100	20.7178	33.1	40.8
GPICHNHB_12498	1	471	50	470	99.7877	15.7495	32.7	38.6
GPICHNHB_12499	1	582	75	582	100	18.6478	33	38.9
GPICHNHB_12500	1	792	119	792	100	22.6869	32.7	41.1
GPICHNHB_12501	1	705	83	705	100	17.1234	32.9	40.4
GPICHNHB_12502	1	252	14	252	100	8.60714	33	33.9
GPICHNHB_12503	1	2139	298	2138	99.9532	20.8312	32.8	41.6
GPICHNHB_12504	1	480	43	480	100	13.3646	32.6	40
GPICHNHB_12505	1	1065	121	1041	97.7465	16.9333	32.9	41.4
GPICHNHB_12506	1	1131	169	1131	100	21.382	32.7	40.6
GPICHNHB_12507	1	681	81	681	100	18.5947	32.8	40.2
GPICHNHB_12508	1	651	89	651	100	20.9416	32.6	41.2
GPICHNHB_12509	1	1290	145	1290	100	16.6519	32.6	41.1
GPICHNHB_12510	1	2631	325	2630	99.962	18.0745	32.9	41.2
GPICHNHB_12511	1	1095	135	1095	100	17.6082	33	37.3
GPICHNHB_12512	1	1158	160	1158	100	20.7435	33	38.4
GPICHNHB_12513	1	657	72	657	100	16.1172	32.5	37
GPICHNHB_12514	1	717	91	716	99.8605	19.1785	32.7	40.1
GPICHNHB_12515	1	1113	126	1113	100	16.9317	32.7	40
GPICHNHB_12516	1	801	100	800	99.8752	18.5381	32.5	37.1
GPICHNHB_12517	1	270	14	270	100	8.27037	32.9	31.1
GPICHNHB_12518	1	2661	138	2657	99.8497	7.80534	32.7	41.7
GPICHNHB_12519	1	714	26	707	99.0196	5.46639	32.4	37.1
GPICHNHB_12520	1	192	5	148	77.0833	2.22917	31.9	18.4
GPICHNHB_12521	1	180	4	180	100	3.69444	33	21
GPICHNHB_12522	1	408	19	403	98.7745	6.65196	33	42
GPICHNHB_12523	1	921	39	919	99.7828	6.47231	32.8	38.8
GPICHNHB_12524	1	624	28	607	97.2756	6.75641	32.5	41.8
GPICHNHB_12525	1	1110	170	1104	99.4595	22.7306	32.8	39.1
GPICHNHB_12527	1	507	16	482	95.069	4.44181	32.7	42
GPICHNHB_12528	1	1014	37	936	92.3077	5.74458	32.8	42
GPICHNHB_12529	1	495	9	454	91.7172	2.43838	32.2	42
GPICHNHB_12531	1	588	14	532	90.4762	3.58673	33.1	39.4
GPICHNHB_12532	1	480	14	442	92.0833	4.5875	33.2	31.6
GPICHNHB_12533	1	1434	71	1412	98.4658	7.15132	32.6	41.5
GPICHNHB_12534	1	918	38	901	98.1481	6.02505	32.6	41
GPICHNHB_12535	1	1104	70	1098	99.4565	9.40127	32.4	41
GPICHNHB_12536	1	534	9	483	90.4494	2.24532	33.4	40
GPICHNHB_12537	1	216	8	151	69.9074	1.39815	33.7	24.5
GPICHNHB_12538	1	2052	636	2052	100	46.6915	32.8	41.4
GPICHNHB_12539	1	981	303	978	99.6942	45.8624	32.7	41.4
GPICHNHB_12540	1	360	91	360	100	37.1806	32.3	37.7
GPICHNHB_12541	1	1722	499	1722	100	42.363	32.9	41.4
GPICHNHB_12542	1	738	186	738	100	38.9485	32.8	40.6
GPICHNHB_12543	1	444	119	444	100	40.6216	32.7	40
GPICHNHB_12544	1	2121	665	2121	100	46.4451	32.8	41.5
GPICHNHB_12545	1	396	89	396	100	33.6187	32.9	17.8
GPICHNHB_12546	1	210	1	151	71.9048	0.719048	33.4	42
GPICHNHB_12547	1	735	41	697	94.8299	7.7483	32.9	41
GPICHNHB_12548	1	2031	110	2030	99.9508	7.65485	32.6	40.8
GPICHNHB_12549	1	234	11	234	100	6.97436	32.8	35.6
GPICHNHB_12550	1	372	14	344	92.4731	5.66935	33	42
GPICHNHB_12551	1	855	29	820	95.9064	4.02105	32.8	37.4
GPICHNHB_12552	1	291	7	284	97.5945	5.5567	32.3	28.3
GPICHNHB_12553	1	318	4	317	99.6855	1.83648	32.9	25
GPICHNHB_12554	1	252	11	218	86.5079	2.37698	32.8	15.8
GPICHNHB_12555	1	876	384	876	100	65.5194	32.7	40.3
GPICHNHB_12556	1	891	424	891	100	69.9091	32.7	40.9
GPICHNHB_12557	1	1242	695	1240	99.839	82.3454	33	40.9
GPICHNHB_12558	1	2370	1406	2370	100	87.8046	32.8	41.4
GPICHNHB_12559	1	2835	1811	2835	100	94.866	32.7	41.3
GPICHNHB_12560	1	2199	1303	2199	100	87.8254	32.7	41.6
GPICHNHB_12561	1	1038	712	1038	100	101.556	32.8	41.5
GPICHNHB_12562	1	1782	1068	1782	100	89.5657	32.8	41.3
GPICHNHB_12563	1	2820	1624	2820	100	86.0624	32.8	41.7
GPICHNHB_12564	1	1920	1135	1920	100	87.8083	32.8	41.5
GPICHNHB_12565	1	3141	1919	3141	100	90.1012	32.9	41.1
GPICHNHB_12566	1	1722	1065	1722	100	91.5749	32.8	40.5
GPICHNHB_12567	1	1629	969	1629	100	88.6722	32.7	40.9
GPICHNHB_12568	1	2688	1907	2688	100	104.461	32.8	41.4
GPICHNHB_12569	1	1380	971	1380	100	104.813	32.7	41.1
GPICHNHB_12570	1	1161	684	1161	100	87.3575	32.8	40.7
GPICHNHB_12571	1	2568	1629	2568	100	93.1417	32.8	40.8
GPICHNHB_12572	1	4035	2392	4035	100	88.7457	32.7	41.5
GPICHNHB_12573	1	1509	904	1509	100	88.784	32.9	41.4
GPICHNHB_12574	1	1440	754	1440	100	77.4306	32.7	40.9
GPICHNHB_12575	1	783	412	783	100	78.3078	32.7	40.5
GPICHNHB_12576	1	3210	1851	3210	100	85.5405	32.8	41.4
GPICHNHB_12577	1	2088	1374	2088	100	97.8659	33	41.4
GPICHNHB_12578	1	3216	2102	3216	100	97.0267	32.7	41.4
GPICHNHB_12579	1	2094	1322	2094	100	93.9136	32.8	41.4
GPICHNHB_12580	1	297	121	297	100	55.0303	32.7	36.2
GPICHNHB_12581	1	1023	645	1023	100	93.8622	32.9	40.8
GPICHNHB_12582	1	183	24	183	100	16.5792	32.9	25
GPICHNHB_12583	1	1326	828	1326	100	91.8899	33	41
GPICHNHB_12584	1	1035	571	1035	100	79.7082	33	40.1
GPICHNHB_12585	1	1596	951	1596	100	89.6197	32.8	41.4
GPICHNHB_12586	1	1779	958	1776	99.8314	80.3002	32.9	41.6
GPICHNHB_12587	1	3060	1936	3060	100	93.9173	32.8	41.5
GPICHNHB_12588	1	2766	1763	2766	100	94.0701	32.7	41.2
GPICHNHB_12589	1	1839	1130	1839	100	92.4062	32.8	41.4
GPICHNHB_12590	1	1188	677	1186	99.8316	82.4369	32.8	41
GPICHNHB_12591	1	996	655	996	100	99.1516	32.5	40.7
GPICHNHB_12592	1	2229	1403	2229	100	92.8398	32.8	41.4
GPICHNHB_12593	1	588	323	588	100	80.6854	32.8	39.3
GPICHNHB_12594	1	1107	616	1107	100	81.2159	32.7	39.2
GPICHNHB_12595	1	1401	832	1401	100	89.0928	32.6	40.1
GPICHNHB_12596	1	420	196	420	100	67.9595	33	37.2
GPICHNHB_12597	1	2112	1173	2112	100	82.0455	32.8	41.2
GPICHNHB_12598	1	564	232	564	100	61.1933	32.9	39.3
GPICHNHB_12599	1	351	134	351	100	51.9288	32.8	38.7
GPICHNHB_12600	1	1056	529	1056	100	76.2282	32.8	41.4
GPICHNHB_12601	1	936	491	936	100	76.3248	32.9	39.3
GPICHNHB_12602	1	984	542	984	100	80.377	32.7	40.3
GPICHNHB_12603	1	456	213	456	100	67.068	33	38.4
GPICHNHB_12604	1	570	278	570	100	73.6509	32.9	39.8
GPICHNHB_12605	1	774	251	774	100	48.3837	32.9	40.3
GPICHNHB_12606	1	438	126	438	100	42.5114	32.4	38.9
GPICHNHB_12607	1	681	291	681	100	63.2775	32.8	40.5
GPICHNHB_12608	1	1344	656	1344	100	72.3036	32.8	40.6
GPICHNHB_12609	1	756	350	756	100	67.8651	32.7	40.1
GPICHNHB_12610	1	2340	1318	2340	100	83.1731	32.8	41.3
GPICHNHB_12611	1	1287	545	1287	100	62.8718	32.8	40.3
GPICHNHB_12612	1	924	379	924	100	59.8788	32.9	39.9
GPICHNHB_12613	1	429	188	429	100	66.4639	32.4	37.3
GPICHNHB_12614	1	1179	637	1179	100	80.0254	32.7	39.9
GPICHNHB_12615	1	390	133	390	100	48.5923	32.7	35
GPICHNHB_12616	1	207	47	207	100	33.9614	32.8	28.7
GPICHNHB_12617	1	402	149	402	100	52.7189	32.9	38.6
GPICHNHB_12618	1	1134	514	1134	100	66.1067	32.8	39.7
GPICHNHB_12619	1	360	114	360	100	46.925	32.9	29.9
GPICHNHB_12620	1	1182	530	1182	100	68.0508	32.8	41.1
GPICHNHB_12621	1	642	263	642	100	59.4922	32.7	40
GPICHNHB_12622	1	357	99	357	100	41.2885	32.8	39
GPICHNHB_12623	1	657	266	657	100	56.3896	32.6	39.3
GPICHNHB_12624	1	606	258	606	100	64.3614	32.8	40.2
GPICHNHB_12625	1	396	140	396	100	51.5783	32.6	38.2
GPICHNHB_12626	1	2097	927	2097	100	65.8364	32.8	41.4
GPICHNHB_12627	1	234	35	234	100	21.235	32.7	29.9
GPICHNHB_12628	1	1590	632	1590	100	58.7994	32.8	40.8
GPICHNHB_12629	1	1335	553	1335	100	59.8569	32.8	41.1
GPICHNHB_12630	1	630	261	630	100	63.6921	32.7	39.7
GPICHNHB_12631	1	516	225	516	100	64.0523	32.6	40.8
GPICHNHB_12632	1	231	54	231	100	33.0433	32.7	34.5
GPICHNHB_12633	1	495	156	495	100	47.1192	32.6	38
GPICHNHB_12634	1	891	309	891	100	50.9203	32.9	41.3
GPICHNHB_12635	1	624	220	624	100	50.2308	33	39.4
GPICHNHB_12636	1	372	140	372	100	57.6452	32.6	39.6
GPICHNHB_12637	1	513	216	512	99.8051	62.9493	32.7	39.7
GPICHNHB_12638	1	906	368	893	98.5651	58.9724	32.6	41
GPICHNHB_12639	1	549	219	549	100	59.0765	32.8	39.4
GPICHNHB_12640	1	654	316	654	100	70.1682	32.9	40.5
GPICHNHB_12641	1	480	158	480	100	44.325	32.6	38.3
GPICHNHB_12642	1	2445	1387	2445	100	84.5198	32.9	41.6
GPICHNHB_12643	1	927	444	927	100	71.5825	32.9	39.2
GPICHNHB_12644	1	921	445	921	100	72.443	32.7	41.3
GPICHNHB_12645	1	2607	1291	2606	99.9616	73.1849	32.7	41.3
GPICHNHB_12646	1	162	40	162	100	31.2531	32.6	22.8
GPICHNHB_12647	1	1647	839	1647	100	76.8792	32.8	30.1
GPICHNHB_12648	1	369	107	369	100	41.8266	32.8	37.2
GPICHNHB_12649	1	807	393	807	100	73.3519	32.7	41.3
GPICHNHB_12650	1	963	487	963	100	75.296	32.7	40.4
GPICHNHB_12651	1	1212	673	1212	100	82.0165	32.9	41.1
GPICHNHB_12652	1	1821	1031	1821	100	83.6826	32.9	41.4
GPICHNHB_12653	1	1647	1076	1647	100	94.5556	32.8	41.3
GPICHNHB_12654	1	1686	954	1686	100	85.7794	32.7	41
GPICHNHB_12655	1	1701	1050	1698	99.8236	91.515	32.7	41.1
GPICHNHB_12656	1	2988	1570	2988	100	77.2369	32.8	41.6
GPICHNHB_12657	1	1188	594	1188	100	74.4242	32.7	41.2
GPICHNHB_12658	1	918	507	918	100	82.3355	32.9	41
GPICHNHB_12659	1	1308	637	1308	100	71.3165	32.7	40.5
GPICHNHB_12660	1	447	147	447	100	50.3132	32.9	39.8
GPICHNHB_12661	1	1227	545	1227	100	65.8207	32.9	40.7
GPICHNHB_12662	1	903	465	903	100	76.5736	32.8	40.8
GPICHNHB_12663	1	1758	818	1758	100	69.6496	32.7	35.6
GPICHNHB_12664	1	1488	633	1488	100	63.0571	32.8	32.9
GPICHNHB_12665	1	279	5	245	87.8136	2.61649	33.5	38.2
GPICHNHB_12666	1	399	12	397	99.4987	4.7218	33.2	25.2
GPICHNHB_12667	1	273	3	150	54.9451	0.549451	33.8	40.7
GPICHNHB_12668	1	312	7	294	94.2308	3.79487	32.4	31.1
GPICHNHB_12669	1	240	3	230	95.8333	2.39167	31.2	30.7
GPICHNHB_12670	1	432	8	333	77.0833	2.43287	31.9	30.9
GPICHNHB_12671	1	147	1	129	87.7551	1.7551	33.1	42
GPICHNHB_12672	1	252	5	232	92.0635	2.35317	33.1	42
GPICHNHB_12673	1	282	9	250	88.6525	4.60638	33.5	28.3
GPICHNHB_12674	1	162	1	138	85.1852	0.851852	33.3	42
GPICHNHB_12675	1	252	9	249	98.8095	4.89286	32.6	28.9
GPICHNHB_12676	1	144	1	124	86.1111	0.861111	32.7	40
GPICHNHB_12677	1	147	4	138	93.8776	0.938776	30.9	20.2
GPICHNHB_12678	1	267	7	265	99.2509	5.44944	32.4	39
GPICHNHB_12679	1	705	31	685	97.1631	6.02553	33.1	38.9
GPICHNHB_12680	1	279	11	278	99.6416	6.32975	32.9	33
GPICHNHB_12681	1	246	8	246	100	4.68699	32.9	23.4
GPICHNHB_12682	1	444	29	444	100	9.32883	32.6	38.8
GPICHNHB_12683	1	1131	79	1112	98.3201	10.3431	32.9	37
GPICHNHB_12685	1	792	70	765	96.5909	13.0732	32.5	40.3
GPICHNHB_12686	1	393	23	385	97.9644	7.90331	32.5	34
GPICHNHB_12687	1	477	26	477	100	9.09224	32.4	41.9
GPICHNHB_12688	1	450	26	438	97.3333	8.32889	32.6	39.2
GPICHNHB_12689	1	177	2	151	85.3107	1.56497	31.5	42
GPICHNHB_12690	1	870	56	851	97.8161	9.4046	32.8	40.5
GPICHNHB_12691	1	711	55	696	97.8903	11.3572	32.9	40.3
GPICHNHB_12692	1	390	18	390	100	7.1359	33.2	39
GPICHNHB_12693	1	300	12	262	87.3333	5.99333	32.6	31.8
GPICHNHB_12694	1	567	28	562	99.1182	5.79894	33.1	38.7
GPICHNHB_12695	1	321	10	266	82.866	3.23053	33.4	7
GPICHNHB_12696	1	1110	52	1100	99.0991	7.21622	32.8	20.7
GPICHNHB_12697	1	411	13	387	94.1606	3.58394	33	23.6
GPICHNHB_12698	1	300	9	299	99.6667	6.25667	33	22.9
GPICHNHB_12699	1	180	1	134	74.4444	0.744444	33.5	42
GPICHNHB_12700	1	240	2	181	75.4167	1.17917	33.4	41
GPICHNHB_12701	1	798	22	752	94.2356	3.89223	32.3	41.8
GPICHNHB_12702	1	1188	43	1167	98.2323	5.43434	32.4	40.4
GPICHNHB_12704	1	1437	273	1435	99.8608	28.1698	32.7	40.8
GPICHNHB_12705	1	1380	235	1371	99.3478	25.3514	32.7	41.4
GPICHNHB_12706	1	1443	269	1443	100	27.7568	32.7	39.4
GPICHNHB_12707	1	1419	272	1419	100	28.358	32.7	39.5
GPICHNHB_12708	1	1443	263	1443	100	27.1344	32.7	41
GPICHNHB_12709	1	1416	334	1412	99.7175	35.06	32.8	41
GPICHNHB_12710	1	840	148	822	97.8571	25.9917	32.6	40.2
GPICHNHB_12711	1	444	64	444	100	19.1396	32.5	34.2
GPICHNHB_12712	1	672	114	672	100	26.2515	32.6	40.8
GPICHNHB_12713	1	288	28	284	98.6111	15.0521	32.9	34.5
GPICHNHB_12714	1	315	9	296	93.9683	2.26349	33.1	30.7
GPICHNHB_12715	1	213	3	201	94.3662	3.20188	33.6	30
GPICHNHB_12716	1	1260	28	1228	97.4603	2.97857	33.3	38.6
GPICHNHB_12717	1	477	13	467	97.9036	4.66457	33.2	34.6
GPICHNHB_12718	1	822	35	815	99.1484	6.52676	33.1	42
GPICHNHB_12719	1	417	5	342	82.0144	1.80576	32.2	33.6
GPICHNHB_12720	1	201	2	160	79.602	1.37811	33.4	41
GPICHNHB_12721	1	414	5	301	72.7053	1.07246	33.4	41.6
GPICHNHB_12722	1	468	7	419	89.5299	2.85684	33.1	29.6
GPICHNHB_12723	1	306	6	269	87.9085	2.39216	33.3	38.5
GPICHNHB_12724	1	468	10	449	95.9402	3.53632	32.6	39.3
GPICHNHB_12725	1	321	5	223	69.4704	2.34891	31.7	27.2
GPICHNHB_12726	1	489	11	442	90.3885	2.95706	33.3	40.3
GPICHNHB_12727	1	624	25	616	98.7179	5.71635	33.4	39.4
GPICHNHB_12728	1	261	3	248	95.0192	2.23755	32.1	28
GPICHNHB_12729	1	228	4	156	68.4211	1.57018	32.7	31.5
GPICHNHB_12730	1	1215	55	1178	96.9547	6.69794	32.8	41.6
GPICHNHB_12731	1	213	1	144	67.6056	0.676056	33.1	42
GPICHNHB_12732	1	447	4	233	52.1253	0.673378	32.2	36.8
GPICHNHB_12733	1	615	201	615	100	48.652	32.9	40.5
GPICHNHB_12734	1	1191	433	1191	100	54.5365	32.6	41
GPICHNHB_12735	1	396	6	394	99.4949	2.21465	32.7	42
GPICHNHB_12736	1	396	12	347	87.6263	3.89646	33.1	40.4
GPICHNHB_12737	1	378	4	306	80.9524	1.57937	33	41.5
GPICHNHB_12738	1	483	15	480	99.3789	4.55072	32.8	32.8
GPICHNHB_12739	1	234	2	228	97.4359	1.26923	32.2	25
GPICHNHB_12740	1	291	3	230	79.0378	1.48454	33.4	29
GPICHNHB_12741	1	369	4	347	94.0379	1.22764	33.7	42
GPICHNHB_12742	1	801	28	757	94.5069	5.16854	33	39
GPICHNHB_12743	1	333	9	309	92.7928	4.06006	32.3	37.7
GPICHNHB_12744	1	414	8	328	79.2271	2.9058	33	36.8
